Name,Structure,Class
prednisolone-tebutate,CC(C)(C)CC(=O)OCC(=O)[C@@]3(O)CC[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]34C,1
prednisone,C[C@@]13C=CC(=O)C=C1CC[C@@]4([H])[C@@]2([H])CC[C@@](O)(C(=O)CO)[C@@]2(C)CC(=O)[C@@]34[H],1
prednylidene,C[C@@]13C=CC(=O)C=C1CC[C@@]4([H])[C@@]2([H])CC(=C)[C@@](O)(C(=O)CO)[C@@]2(C)C[C@@](O)([H])[C@@]34[H],1
pregabalin,CC(C)([H])C[C@@]([H])(CN)CC(O)=O,1
pregnenolone-succinate,CC(=O)[C@@]3([H])CC[C@@]4([H])[C@@]2([H])CC=C1C[C@@]([H])(CC[C@@]1(C)[C@@]2([H])CC[C@@]34C)OC(=O)CCC(O)=O,1
pridefine,CCN1CCC(C1)=C(/C2=C/C=CC=C2)C3=CC=CC=C3,1
procarbazine,CNNC/C1=C/C=C(C=C1)C(=O)NC(C)(C)[H],1
prochlorperazine,CN4CCN(CCCN2C1=CC=CC=C1[S]C3=C/C=C(/[Cl])C=C23)CC4,1
procymate,CC[C@@]([H])(OC(N)=O)[C@@]1([H])CCCCC1,1
proflazepam,OC[C@@](O)([H])CN2C(=O)C/N=C(/C1=C/C=C/C=C1/[F])C3=CC([Cl])=CC=C23,1
progabide,NC(=O)CCC/N=C(/C1=C/C=C(/[Cl])C=C1)C2=CC([F])=C/C=C2/O,1
prolintane,CCC[C@@]([H])(C/C1=C/C=CC=C1)N2CCCC2,1
promoxolane,CC(C)([H])C1(OC[C@@]([H])(CO)O1)C(C)(C)[H],1
propacetamol,CCN(CC)CC(=O)O/C1=C/C=C(/NC(C)=O)C=C1,1
propanidid,CCCOC(=O)C/C1=C/C=C(/OCC(=O)N(CC)CC)C(OC)=C1,1
propizepine,C[C@@]([H])(CN2C(=O)C1=CC=CN=C1NC3=CC=CC=C23)N(C)C,1
propofol,CC(C)([H])C1=CC=C/C(=C1/O)C(C)(C)[H],1
propyperone,CCC(=O)[C@@]2(CCN(CCCC(=O)C1=C/C=C(/[F])C=C1)CC2)N3CCCCC3,1
prothixene,CN(C)CC/C=C2/C1=CC=CC=C1[S]C3=CC=CC=C23,1
proxibarbal,C[C@@](O)([H])C[C@@]1(CC=C)C(=O)NC(=O)NC1=O,1
proxorphan,O/C4=C/C=C3C[C@@]1([H])N(CC[C@@]2(COCC[C@@]12[H])C3=C4)C[C@@]5([H])CC5,1
proxyphylline,C[C@@](O)([H])CN1C=NC=2N(C)C(=O)N(C)C(=O)C1=2,1
psilocybine,CN(C)CC/C1=C/NC2=CC=CC(O[P](O)(O)=O)=C12,1
pyridarone,C2=CC=C1OC(=CC1=C2)C3=CC=NC=C3,1
pyritinol,C/C2=N/C=C(/C[S][S]C/C1=C/N=C(/C)C(O)=C1CO)C(CO)=C2O,1
quetiapine,OCCOCCN1CCN(CC1)C3=NC2=CC=CC=C2[S]C4=CC=CC=C34,1
quilostigmine,CN2CC[C@@]3(C)C1=CC(=CC=C1N(C)[C@@]23[H])OC(=O)N5CCC4=CC=CC=C4C5,1
quinagolide,CCCN2C[C@@]([H])(C[C@@]3([H])C/C1=C(/O)C=CC=C1C[C@@]23[H])N[S](=O)(=O)N(CC)CC,1
ramciclane,CN(C)CCO[C@@]1(C[C@@]2([H])CC[C@@]1(C)C2(C)C)C/C3=C/C=CC=C3,1
rasagiline,N#CCN[C@@]1([H])CCC2=CC=CC=C12,1
reclazepam,[Cl]/C3=C/C=C2N(CC/N=C(/C1=C/C=C/C=C1/[Cl])C2=C3)C4=NC(=O)CO4,1
remacemide,C[C@@](C/C1=C/C=CC=C1)(NC(=O)CN)C2=CC=CC=C2,1
remifentanil,CCC(=O)N(/C1=C/C=CC=C1)[C@@]2(CCN(CCC(=O)OC)CC2)C(=O)OC,1
reserpine,CO[C@@]5([H])[C@@]([H])(C[C@@]4([H])CN3CCC1=C(NC2=CC(OC)=CC=C12)[C@@]3([H])C[C@@]4([H])[C@@]5([H])OC(C)=O)OC(=O)C6=CC(OC)=C(OC)C(OC)=C6,1
resocortol,CCC(=O)[C@@]3(O)CC[C@@]4([H])[C@@]2([H])CCC1=CC(=O)CC[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]34C,1
retigabine,CCOC(=O)N/C2=C/C=C(/NC/C1=C/C=C(/[F])C=C1)C=C2N,1
ricasetron,CN1[C@@]2([H])CC[C@@]1([H])C[C@@]([H])(C2)NC(=O)N3CC(C)(C)C4=CC=CC=C34,1
rilmazafone,CN(C)C(=O)C=1/N=C(/CNC(=O)CN)N(N=1)C2=C/C=C(/[Cl])C=C2C(=O)C3=CC=C/C=C3/[Cl],1
rimcazole,C[C@@]4([H])CN(CCCN2C1=CC=CC=C1C3=CC=CC=C23)C[C@@](C)([H])N4,1
rimexolone,CCC(=O)[C@@]3(C)[C@@](C)([H])C[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]34C,1
ripazepam,CCN2/N=C(/C)C=3NC(=O)C/N=C(/C1=C/C=CC=C1)C2=3,1
risperidone (ripseridone),CC=2N=C1CCCCN1C(=O)C=2CCN3CCC([H])(CC3)C4=NOC5=CC([F])=CC=C45,1
rivastigmine,CCN(C)C(=O)O/C1=C/C=CC(=C1)[C@@](C)([H])N(C)C,1
robalzotan,NC(=O)C1=C/C=C(/[F])C=2OC[C@@]([H])(CC1=2)N([C@@]3([H])CCC3)[C@@]4([H])CCC4,1
rociclovir,CC(C)([H])OCC([H])(COC(C)(C)[H])OCN1C=NC2=C/N=C(/N)N=C12,1
rofelodine,O=C1CCN=C2C[C@@]([H])(CN12)C3=CC=CC=C3,1
rofleponide,CCC[C@@]5([H])O[C@@]4([H])C[C@@]3([H])[C@@]2([H])C[C@@]([F])([H])C1=CC(=O)CC[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]3(C)[C@@]4(O5)C(=O)CO,1
rolicyprine,O=C1CC[C@@]([H])(N1)C(=O)N[C@@]2([H])C[C@@]2([H])C3=CC=CC=C3,1
rolipram,CO/C1=C/C=C(/C=C1/O[C@@]2([H])CCCC2)[C@@]3([H])CNC(=O)C3,1
romergoline,CN2C[C@@]([H])(CN1CC(=O)NC(=O)C1)C=C3C=5C=CC=C4NC=C(C[C@@]23[H])C4=5,1
romifidine,[F]/C1=C/C=CC([Br])=C1N/C2=N/CCN2,1
ropinirole,CCCN(CCC)CC/C1=C/C=CC=2NC(=O)CC1=2,1
roxoperone,CN3C(=O)C[C@@]2(CCN(CCCC(=O)C1=C/C=C(/[F])C=C1)CC2)C3=O,1
sabcomeline,CO/N=C(/C#N)[C@@]1([H])CN2CCC1([H])CC2,1
salicin,OC[C@@]2([H])O[C@@]([H])(O/C1=C/C=C/C=C1/CO)[C@@](O)([H])[C@@](O)([H])[C@@]2(O)[H],1
salicylamide,NC(=O)C1=CC=C/C=C1/O,1
salsalate (salsalic-acid),OC(=O)C1=CC=C/C=C1/OC(=O)C2=CC=C/C=C2/O,1
sameridine,CCCCCCN1CCC(CC1)(C(=O)N(C)CC)C2=CC=CC=C2,1
saripidem,CCCC(=O)N(C)C/C1=C(/N=C2C=CC=CN12)C3=C/C=C(/[Cl])C=C3,1
savoxepin,N#C/C4=C/C=C3OC1=CC=CC=C1C=2CCN(CCC=2C3=C4)CC5([H])CCCC5,1
selegiline,C[C@@]([H])(C/C1=C/C=CC=C1)N(C)CC#C,1
semorphone,COCCN3CC[C@@]12C=4C=5O[C@@]1([H])C(=O)CC[C@@]2(O)[C@@]3([H])CC=4C=CC=5O,1
sertindole,[F]/C1=C/C=C(C=C1)N2C=C(C3=CC([Cl])=CC=C23)[C@@]4([H])CCN(CC4)CCN5CCNC5=O,1
setiptiline,CN1CCC3=C(C1)C2=CC=CC=C2CC4=CC=CC=C34,1
sevoflurane,[F]COC([H])(C([F])([F])[F])C([F])([F])[F],1
sibopirdine,C(/C1=C/C=NC=C1)C4(C/C2=C/C=NC=C2)C3=CC=CN=C3C5=NC=CC=C45,1
sibutramine,CC(C)([H])C[C@@]([H])(N(C)C)[C@@]1(CCC1)C2=C/C=C(/[Cl])C=C2,1
sifaprazine,CN1CCN(CC1)C2=CC=C/C=C2/C/C3=C/C=CC=C3,1
simvastatin,CCC(C)(C)C(=O)O[C@@]2([H])C[C@@](C)([H])C=C3C=C[C@@](C)([H])[C@@]([H])(CC[C@@]1([H])C[C@@](O)([H])CC(=O)O1)[C@@]23[H],1
soretolide,C/C2=C/C(NC(=O)C1=C(C)C=C/C=C1/C)=NO2,1
spiclomazine,[Cl]/C5=C/C=C4[S]C1=CC=CC=C1N(CCCN2CC[C@@]3(CC2)NC(=O)C[S]3)C4=C5,1
spiperone,[F]/C1=C/C=C(C=C1)C(=O)CCCN2CCC3(CC2)N(CNC3=O)C4=CC=CC=C4,1
spiradoline,CN(C(=O)C/C1=C/C=C(/[Cl])C([Cl])=C1)[C@@]3([H])CC[C@@]2(CCCO2)C[C@@]3([H])N4CCCC4,1
spiramide,[F]/C4=C/C=C(/OCCCN1CCC2(CC1)N(CNC2=O)C3=CC=CC=C3)C=C4,1
spirilene,C/C(=C/CCN1CCC2(CC1)N(CNC2=O)C3=CC=CC=C3)C4=C/C=C(/[F])C=C4,1
spiroxepin,CN(C)C[C@@]1([H])CO[C@@]3(O1)C2=CC=CC=C2COC4=CC=CC=C34,1
stacofylline,CCN(CC)C(=O)N3CCN(CCC/C2=N/C=1N(C)C(=O)N(C)C(=O)C=1N2C)CC3,1
stiripentol,CC(C)(C)[C@@](O)([H])C=C/C2=C/C=C1OCOC1=C2,1
suclofenide,N[S](=O)(=O)C3=C/C=C(/N1C(=O)C[C@@]([H])(C1=O)C2=CC=CC=C2)C([Cl])=C3,1
sulfadiazine,N/C1=C/C=C(C=C1)[S](=O)(=O)N/C2=N/C=CC=N2,1
sulfamethoxazole (tiabendazole),CC=1ON=C(C=1)N[S](=O)(=O)C2=C/C=C(/N)C=C2,1
sulfonmethane,CC[S](=O)(=O)C(C)(C)[S](=O)(=O)CC,1
sulmepride,CO/C1=C/C=C(/C=C1/C(=O)NC[C@@]2([H])CCCN2C)[S](N)(=O)=O,1
sulthiame (sultiame),N[S](=O)(=O)C1=CC=C(C=C1)N2CCCC[S]2(=O)=O,1
sultopride,CCN1CCC[C@@]1([H])CNC(=O)C2=CC(=C/C=C2/OC)[S](=O)(=O)CC,1
sumacetamol,C[S]CC[C@@]([H])(NC(C)=O)C(=O)O/C1=C/C=C(/NC(C)=O)C=C1,1
sunepitron,O=C1CCC(=O)N1C[C@@]3([H])CC[C@@]2([H])CN(CCN2C3)C4=NC=CC=N4,1
suproclone,CCC(=O)N1CCN(CC1)C(=O)O[C@@]2([H])N(C(=O)C=3[S]CC[S]C2=3)C5=CC=C4C=CC([Cl])=NC4=N5,1
suriclone,CN1CCN(CC1)C(=O)O[C@@]2([H])N(C(=O)C=3[S]CC[S]C2=3)C5=CC=C4C=CC([Cl])=NC4=N5,1
suritozole,CN2/N=C(/C1=C/C=CC([F])=C1)N(C)C2=[S],1
taglutimide (biglumide),O=C4CC[C@@]([H])(N3C(=O)[C@@]2([H])[C@@]1([H])CC[C@@]([H])(C1)[C@@]2([H])C3=O)C(=O)N4,1
talopram,CNCCC[C@@]1(OC(C)(C)C2=CC=CC=C12)C3=CC=CC=C3,1
talsupram,CNCCC[C@@]1([S]C(C)(C)C2=CC=CC=C12)C3=CC=CC=C3,1
taltrimide,CC(C)([H])N[S](=O)(=O)CCN2C(=O)C1=CC=CC=C1C2=O,1
tameridone,CN5C(=O)N(C)C=4N=CN(CCN1CCC([H])(CC1)C2=CNC3=CC=CC=C23)C=4C5=O,1
tametraline,CN[C@@]2([H])CC[C@@]([H])(C1=CC=CC=C1)C3=CC=CC=C23,1
tamitinol,CCNC/C1=C(/C[S]C)C=NC(C)=C1O,1
tamolarizine,CO/C1=C/C=C(/C=C1/OC)[C@@](O)([H])CN2CCN(CC2)C([H])(C3=CC=CC=C3)C4=CC=CC=C4,1
tampramine,CN(C)CCCN2C1=CC=CC=C1C(=NC3=CC=CN=C23)C4=CC=CC=C4,1
tandamine,CCN2C1=C(CC[S][C@@]1(C)CCN(C)C)C3=CC=CC=C23,1
tandospirone,O=C3N(CCCCN1CCN(CC1)C2=NC=CC=N2)C(=O)[C@@]4([H])[C@@]3([H])[C@@]5([H])CC[C@@]4([H])C5,1
taniplon,CO/C2=N/C1=NC(=CN1C=3CCCCC2=3)C4=NOC(C)=N4,1
tasosartan,C/C5=N/C(C)=C4CCC(=O)N(C/C1=C/C=C(C=C1)C2=CC=C/C=C2/C3=N/N=NN3)C4=N5,1
tazomeline,CCCCCC[S]/C1=N/[S]/N=C1/C2=C/CCN(C)C2,1
tefludazine,OCCN1CCN(CC1)[C@@]3([H])C[C@@]([H])(C2=C/C=C(/[F])C=C2)C4=CC=C(C=C34)C([F])([F])[F],1
teflurane,[Br][C@@]([F])([H])C([F])([F])[F],1
teflutixol,OCCN4CCN(CCC[C@@]2([H])C1=C/C=C(/[F])C=C1[S]C3=CC=C(C=C23)C([F])([F])[F])CC4,1
tenilsetam,O=C1NCCN[C@@]1([H])C2=CC=C[S]2,1
tepirindole,CCCN1CCC(=CC1)C2=CNC3=C/C=C(/[Cl])C=C23,1
terguride,CCN(CC)C(=O)N[C@@]2([H])C[C@@]1([H])C=4C=CC=C3NC=C(C[C@@]1([H])N(C)C2)C3=4,1
tetrabarbital,CCC[C@@]([H])(CC)[C@@]1(CC)C(=O)NC(=O)NC1=O,1
tetrabenazine (tetrabenzine),CO/C3=C/C=2CCN1C[C@@]([H])(CC(C)(C)[H])C(=O)C[C@@]1([H])C=2/C=C3/OC,1
tetrantoin,O=C3NC(=O)[C@@]2(CCC1=CC=CC=C1C2)N3,1
thalidomide,O=C3CC[C@@]([H])(N2C(=O)C1=CC=CC=C1C2=O)C(=O)N3,1
thebacon,CO/C2=C/C=C1C[C@@]4([H])N(C)CC[C@@]35C1=C2O[C@@]3([H])C(=CC[C@@]45[H])OC(C)=O,1
theobromine,CN1C=NC=2N(C)C(=O)NC(=O)C1=2,1
thialbarbital,C=CC[C@@]1(C(=O)NC(=[S])NC1=O)[C@@]2([H])CCCC=C2,1
thiamphenicol (racefenicol),C[S](=O)(=O)C1=CC=C(C=C1)[C@@](O)([H])[C@@]([H])(CO)NC(=O)C([Cl])([Cl])[H],1
thiamylal,CCC[C@@](C)([H])[C@@]1(CC=C)C(=O)NC(=[S])NC1=O,1
thiazesim (tiazesim),CN(C)CCN1C(=O)C[C@@]([H])([S]C2=CC=CC=C12)C3=CC=CC=C3,1
thiethylperazine,CC[S]/C4=C/C=C3[S]C1=CC=CC=C1N(CCCN2CCN(C)CC2)C3=C4,1
thiopropazate,CC(=O)OCCN4CCN(CCCN2C1=CC=CC=C1[S]C3=C/C=C(/[Cl])C=C23)CC4,1
thioproperazine,CN4CCN(CCCN2C1=CC=CC=C1[S]C3=CC=C(C=C23)[S](=O)(=O)N(C)C)CC4,1
thioridazine,C[S]/C4=C/C=C3[S]C1=CC=CC=C1N(CC[C@@]2([H])CCCCN2C)C3=C4,1
thiothixene (tiotixene),CN4CCN(CC/C=C2/C1=CC=CC=C1[S]C3=CC=C(C=C23)[S](=O)(=O)N(C)C)CC4,1
thozalinone (tozalinone),CN(C)C1=NC(=O)[C@@]([H])(O1)C2=CC=CC=C2,1
tiagabine,CC=1C=C[S]C=1/C(=C/CCN2CCC[C@@]([H])(C2)C(O)=O)C=3[S]C=CC=3C,1
tianeptine,CN3C1=CC=CC=C1[C@@]([H])(NCCCCCCC(O)=O)C2=C/C=C(/[Cl])C=C2[S]3(=O)=O,1
tienocarbine,CN4CCC=3NC2=CC=C1[S]/C=C(/C)C1=C2C=3C4,1
tifemoxone,[S]=C2NCC[C@@]([H])(CO/C1=C/C=CC=C1)O2,1
tilidine,CCOC(=O)[C@@]1(CCC=C[C@@]1([H])N(C)C)C2=CC=CC=C2,1
timelotem,CN3CCN2C1=CC([F])=CC=C1C(=NC[C@@]2([H])C3)C4=CC=C[S]4,1
timiperone,[F]/C1=C/C=C(C=C1)C(=O)CCCN2CCC([H])(CC2)N3C(=[S])NC4=CC=CC=C34,1
timirdine,N/C1=C/C([Cl])=C/C=C1/N2CC[S]C2=N,1
timobesone-acetate,C[S]C(=O)[C@@]3(OC(C)=O)[C@@](C)([H])C[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]34C,1
tinidazole,CC[S](=O)(=O)CCN1C(C)=N/C=C1/N(=O)=O,1
tiomergine,CN2C[C@@]([H])(C[S]/C1=C/C=CC=N1)C=C3C=5C=CC=C4NC=C(C[C@@]23[H])C4=5,1
tioperidone,CCC[S]/C1=C/C=C/C=C1/N4CCN(CCCCN3C(=O)NC2=CC=CC=C2C3=O)CC4,1
tiospirone,O=C2C[C@@]1(CCCC1)CC(=O)N2CCCCN3CCN(CC3)C4=N[S]C5=CC=CC=C45,1
tipredane,CC[S][C@@]3(CC[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]34C)[S]C,1
tisocromide,CO/C2=C/C=1C[C@@]([H])(O[S](=O)(=O)C=1/C=C2/OC)C(=O)N[C@@](C)([H])CC(C)(C)N(C)C,1
tixadil,C[C@@]([H])(C/C1=C/C=CC=C1)NCC[C@@]3([H])C2=CC=CC=C2[S]C4=CC=CC=C34,1
tixocortol,C[C@@]13CCC(=O)C=C1CC[C@@]4([H])[C@@]2([H])CC[C@@](O)(C(=O)C[S])[C@@]2(C)C[C@@](O)([H])[C@@]34[H],1
tixocortol-pivalate,CC(C)(C)C(=O)[S]CC(=O)[C@@]3(O)CC[C@@]4([H])[C@@]2([H])CCC1=CC(=O)CC[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]34C,1
tofenacin,CNCCO[C@@]([H])(C1=CC=CC=C1)C2=CC=C/C=C2/C,1
tofisopam,CC[C@@]2([H])C(C)=N/N=C(/C1=C/C=C(/OC)C(OC)=C1)C3=CC(OC)=C(OC)C=C23,1
toloxychlorinol,C/C1=C/C=C/C=C1/OC[C@@]([H])(CO[C@@](O)([H])C([Cl])([Cl])[Cl])O[C@@](O)([H])C([Cl])([Cl])[Cl],1
tolpiprazole,C/C1=C/C=CC(=C1)N2CCN(CC2)CCC=3/C=C(/C)NN=3,1
tolquinzole,CC[C@@]3(O)CCN2CCC1=C/C=C(/C)C=C1[C@@]2([H])C3,1
tolufazepam,C/C1=C/C=C(C=C1)[S](=O)(=O)CCN3C(=O)C/N=C(/C2=C/C=C/C=C2/[Cl])C4=CC([Cl])=CC=C34,1
tonazocine,CCCCCC(=O)CC[C@@]2(C)[C@@]3([H])CC1=C/C=C(/O)C=C1[C@@]2(C)CCN3C,1
topiramate,CC3(C)O[C@@]2([H])CO[C@@]1(CO[S](N)(=O)=O)OC(C)(C)O[C@@]1([H])[C@@]2([H])O3,1
tracazolate,CCCCN/C1=C(/C(=O)OCC)C(C)=NC=2N(CC)N=CC1=2,1
tralonide,CC5(C)O[C@@]4([H])C[C@@]3([H])[C@@]2([H])C[C@@]([F])([H])C1=CC(=O)C=C[C@@]1(C)[C@@]2([Cl])[C@@]([Cl])([H])C[C@@]3(C)[C@@]4(O5)C(=O)C[F],1
tramadol,CO/C1=C/C=CC(=C1)[C@@]2(O)CCCC[C@@]2([H])CN(C)C,1
tranylcypromine,N[C@@]1([H])C[C@@]1([H])C2=CC=CC=C2,1
trazodone,[Cl]/C1=C/C=CC(=C1)N4CCN(CCCN3N=C2C=CC=CN2C3=O)CC4,1
trebenzomine,C[C@@]2([H])OC1=CC=CC=C1C[C@@]2([H])N(C)C,1
trefentanil,CCC(=O)N(/C1=C/C=C/C=C1/[F])[C@@]3(CCN(CCN2N=NN(CC)C2=O)CC3)C4=CC=CC=C4,1
triamcinolone,C[C@@]34C[C@@](O)([H])[C@@]1([F])[C@@]([H])(CCC2=CC(=O)C=C[C@@]12C)[C@@]3([H])C[C@@](O)([H])[C@@]4(O)C(=O)CO,1
triamcinolone-benetonide,C[C@@]([H])(CNC(=O)C1=CC=CC=C1)C(=O)OCC(=O)[C@@]25OC(C)(C)O[C@@]2([H])C[C@@]6([H])[C@@]4([H])CCC3=CC(=O)C=C[C@@]3(C)[C@@]4([F])[C@@](O)([H])C[C@@]56C,1
triamcinolone-furetonide,CC5(C)O[C@@]4([H])C[C@@]3([H])[C@@]2([H])CC1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]3(C)[C@@]4(O5)C(=O)COC(=O)C7=CC6=CC=CC=C6O7,1
tribromoethanol,OCC([Br])([Br])[Br],1
tricetamide,CCN(CC)C(=O)CNC(=O)C1=CC(OC)=C(OC)C(OC)=C1,1
trichloroethylene,[Cl]/C=C(/[Cl])[Cl],1
triclodazol,O[C@@]([H])(N1CNC(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)C([Cl])([Cl])[Cl],1
triclofos,O[P](O)(=O)OCC([Cl])([Cl])[Cl],1
triclonide,CC5(C)O[C@@]4([H])C[C@@]3([H])[C@@]2([H])C[C@@]([F])([H])C1=CC(=O)C=C[C@@]1(C)[C@@]2([Cl])[C@@]([Cl])([H])C[C@@]3(C)[C@@]4(O5)C(=O)C[Cl],1
trimetozine,CO/C1=C/C(=CC(OC)=C1OC)C(=O)N2CCOCC2,1
trimetrexate,CO/C3=C/C(NC/C2=C/C=C1/N=C(/N)N=C(N)C1=C2C)=CC(OC)=C3OC,1
trizoxime,N/C(=N/O)C3=NNC1=CC=CC=C1N(C/C2=C/C=CC=C2)C3=O,1
trocimine,CO/C1=C/C(=CC(OC)=C1OC)C(=O)N2CCCCCCC2,1
tryptophan (l-tryptophan),N[C@@]([H])(C/C1=C/NC2=CC=CC=C12)C(O)=O,1
uldazepam,[Cl]/C3=C/C=C2N=C(C/N=C(/C1=C/C=C/C=C1/[Cl])C2=C3)NOCC=C,1
umespirone,CO/C1=C/C=C/C=C1/N4CCN(CCCCN2C(=O)[C@@]3([H])C(=O)N(C(=O)[C@@]([H])(C2=O)C3(C)C)C(C)(C)C)CC4,1
urethane,CCOC(N)=O,1
valaciclovir,CC(C)([H])[C@@](N)([H])C(=O)OCCOCN1C=NC=2C(=O)NC(N)=NC1=2,1
valdipromide,CCCC(CCC)(CCC)C(N)=O,1
valganciclovir (RS790702),CC(C)([H])[C@@](N)([H])C(=O)OC[C@@]([H])(CO)OCN1C=NC=2C(=O)NC(N)=NC1=2,1
valproate pivoxil,CCCC([H])(CCC)C(=O)OCOC(=O)C(C)(C)C,1
valproic acid,CCCC([H])(CCC)C(O)=O,1
valtrate,CC(C)([H])CC(=O)O[C@@]2([H])O/C=C(/COC(C)=O)C3=C[C@@]([H])(OC(=O)CC(C)(C)[H])[C@@]1(CO1)[C@@]23[H],1
velnacrine,N/C2=C1/C(CCC[C@@]1(O)[H])=NC3=CC=CC=C23,1
venlafaxine,CO/C1=C/C=C(C=C1)[C@@]([H])(CN(C)C)[C@@]2(O)CCCCC2,1
veralipride,CO/C2=C/C(=CC(C(=O)NC[C@@]1([H])CCCN1CC=C)=C2OC)[S](N)(=O)=O,1
vigabatrin,N[C@@]([H])(CCC(O)=O)C=C,1
viloxazine,CCO/C1=C/C=C/C=C1/OC[C@@]2([H])CNCCO2,1
vinyl-ether,C=COC=C,1
vitamine (alpha-tocopherol),CC(C)([H])CCC[C@@](C)([H])CCC[C@@](C)([H])CCC[C@@]2(C)CC/C1=C(/C)C(O)=C(C)C(C)=C1O2,1
xaliproden,[F]C([F])([F])C1=CC=CC(=C1)C4=CCN(CC/C3=C/C=C2C=CC=CC2=C3)CC4,1
xanthiol,OCCCN4CCN(CCC[C@@]2([H])C1=CC=CC=C1[S]C3=C/C=C(/[Cl])C=C23)CC4,1
xorphanol,C[C@@]4([H])CC(=C)C[C@@]25CCN(C[C@@]1([H])CCC1)[C@@]([H])(CC3=C/C=C(/O)C=C23)[C@@]45[H],1
xylazine,C/C1=C/C=CC(C)=C1N/C2=N/CCC[S]2,1
zafuleptine,CC(C)([H])[C@@]([H])(CCCCCC(O)=O)NC/C1=C/C=C(/[F])C=C1,1
zalospirone,O=C3N(CCCCN1CCN(CC1)C2=NC=CC=N2)C(=O)[C@@]4([H])[C@@]3([H])[C@@]5([H])C=C[C@@]4([H])[C@@]6([H])C=C[C@@]56[H],1
zetidoline,CC3(C)CN(CCN1CCN(C1=O)C2=CC=CC([Cl])=C2)C3,1
ziprasidone,[Cl]/C2=C/C=1NC(=O)CC=1/C=C2/CCN3CCN(CC3)C4=N[S]C5=CC=CC=C45,1
zolazepam,CN2C(=O)C/N=C(/C1=C/C=C/C=C1/[F])C=3C(C)=NN(C)C2=3,1
zoloperone,CO/C1=C/C=C/C=C1/N2CCN(CC2)CCC=3OC(=O)NC=3/C4=C/C=C(/[F])C=C4,1
zoniclezole,C[C@@]([H])(C1=NOC2=C/C=C(/[Cl])C=C12)N3C=CN=C3,1
zonisamide,N[S](=O)(=O)C/C1=N/OC2=CC=CC=C12,1
zopiclone,CN1CCN(CC1)C(=O)O[C@@]2([H])N(C(=O)C3=NC=CN=C23)C4=C/C=C(/[Cl])C=N4,1
zotepine,CN(C)CCO/C2=C/C1=CC=CC=C1[S]C3=C/C=C(/[Cl])C=C23,1
zylofuramine,CCN[C@@]([H])(C/C1=C/C=CC=C1)[C@@]2([H])CCCO2,1
acebutolol,CCCC(=O)N/C1=C/C=C(/OC[C@@](O)([H])CNC(C)(C)[H])C(=C1)C(C)=O,-1
aclarubicin,CC[C@@]7(O)C[C@@]([H])(O[C@@]3([H])C[C@@]([H])(N(C)C)[C@@]([H])(O[C@@]2([H])C[C@@](O)([H])[C@@]([H])(O[C@@]1([H])CCC(=O)[C@@](C)([H])O1)[C@@](C)([H])O2)[C@@](C)([H])O3)C6=C(O)C=5C(=O)C4=C(O)C=CC=C4C(=O)C=5C=C6[C@@]7([H])C(=O)OC,-1
adicillin,CC2(C)[S][C@@]1([H])N(C(=O)[C@@]1([H])NC(=O)CCC[C@@](N)([H])C(O)=O)[C@@]2([H])C(O)=O,-1
adrenaline (epinephrine),CNC[C@@](O)([H])C1=C/C=C(/O)C(O)=C1,-1
adriamycinol-aglycone,CO/C1=C/C=CC4=C1C(=O)C3=C(O)C2=C(C[C@@](O)(C[C@@]2(O)[H])[C@@](O)([H])CO)C(O)=C3C4=O,-1
aldosterone,C[C@@]14CCC(=O)C=C1CC[C@@]5([H])[C@@]2([H])CC[C@@]([H])(C(=O)CO)[C@@]23C[C@@]([H])(O[C@@]3(O)[H])[C@@]45[H],-1
almecillin,CC2(C)[S][C@@]1([H])N(C(=O)[C@@]1([H])NC(=O)C[S]CC=C)[C@@]2([H])C(O)=O,-1
amantocillin,CC5(C)[S][C@@]1([H])N(C(=O)[C@@]1([H])NC(=O)[C@@]34C[C@@]2([H])C[C@@]([H])(C[C@@](N)(C2)C3)C4)[C@@]5([H])C(O)=O,-1
amikacin,NCC[C@@](O)([H])C(=O)N[C@@]2([H])C[C@@](N)([H])[C@@]([H])(O[C@@]1([H])O[C@@]([H])(CN)[C@@](O)([H])[C@@](O)([H])[C@@]1(O)[H])[C@@](O)([H])[C@@]2([H])O[C@@]3([H])O[C@@]([H])(CO)[C@@](O)([H])[C@@](N)([H])[C@@]3(O)[H],-1
amiloride,NC(=N)NC(=O)C1=NC([Cl])=C(N)N=C1N,-1
