sponsor,approval_rate,total
Xinjiang Medical University,0.0,1
"Atopix Therapeutics, Ltd.",0.0,1
Siyang Leng,0.0,1
Akron Molecules AG,0.0,1
Sadick Research Group,0.0,1
Wenhu Liu,0.0,1
Cortria Corporation,0.0,1
Dent Neuroscience Research Center,0.0,1
Mr HD Flood,0.0,1
Professor Mikkel Østergaard,0.0,1
Tameside Hospital NHS Foundation Trust,0.0,1
"Santen Pharmaceutical(China) Co.,LTD",0.0,1
Fore Biotherapeutics,0.0,1
Shetty-Kim Research Foundation,0.0,1
"Damiano Rondelli, MD",0.0,1
"Koval' O., MD",1.0,1
Moscow Research Institute of Psychiatry,0.0,1
Cancer Hospital of Guangxi Medical University,0.0,1
SOS Attaque Cérébrale,0.0,1
Prof Brian Lawlor,0.0,1
Andrea McCart,0.0,1
Olympus Corporation of the Americas,0.0,1
Rondeep Brar,0.0,1
Rempex Pharmaceuticals (a wholly owned subsidiary of The Medicines Company),0.0,1
MediWound Ltd,0.0,1
"Regenex Pharmaceutical, China",0.0,1
"AgoneX Biopharmaceuticals, Inc.",0.0,1
Novartis Healthcare A/S,0.0,1
"Tenax Therapeutics, Inc.",0.0,1
Organisation for Oncology and Translational Research,0.0,1
Niuvanniemi Hospital,0.0,1
Xenikos,1.0,1
"Edward Holland, MD",0.0,1
Bruce Shapiro M.D.,0.0,1
Clark Bishop,0.0,1
"Maoxiang Group Jilin Pharmaceutical Co., Ltd.",0.0,1
Elaine Husni,0.0,1
Helperby Therapeutics Ltd,0.0,1
C.R.Darnall Army Medical Center,0.0,1
Celsus Therapeutics PLC,0.0,1
OD-OS GmbH,0.0,1
Spirogen,0.0,1
"Siriwan Tangjitgamol, MD",0.0,1
"Raj K. Maturi, MD",0.0,1
"Royer Biomedical, Inc.",0.0,1
Osaka City University,1.0,1
"Family Planning Associates Medical Group, LTD",0.0,1
Keele University,1.0,1
"Araim Pharmaceuticals, Inc.",1.0,1
"Igenica Biotherapeutics, Inc.",0.0,1
Qingyun Yin,0.0,1
Yu Bo,1.0,1
Azienda Ospedaliera San Gerardo di Monza,0.0,1
"Cynthia L Gay, MD",0.0,1
Otsuka Novel Products GmbH,0.0,1
"Center for Studies of Sensory Impairment, Aging and Metabolism",0.0,1
Advanced Cancer Therapeutics,1.0,1
CR-CSSS Champlain-Charles-Le Moyne,0.0,1
"IGF Oncology, LLC",0.0,1
Asthma Management Systems,0.0,1
Stefan Engelter,0.0,1
Medical Center of South Arkansas,0.0,1
Dayton Children's Hospital,0.0,1
Virginia O. Shaffer,0.0,1
"Won Choi, PhD, MPH",0.0,1
"MacDonald, Kai, M.D.",0.0,1
"Haihong Yang, MD, Pricipal investigator",1.0,1
Bonnie Ramsey,1.0,1
"Emmanuel Antonarakis, MD",0.0,1
Achelios Therapeutics,1.0,1
OncBioMune Pharmaceuticals,1.0,1
David Travis Thomas,0.0,1
Nephron Pharmaceuticals Corporation,0.0,1
Jeffrey Glassberg,0.0,1
Diane George,0.0,1
"ReXceptor, Inc.",0.0,1
Finnish Lung Cancer Group,0.0,1
"Sorrento Therapeutics, Inc.",1.0,1
"Oscar Goodman, Jr.",0.0,1
Instituto de Medicina Molecular João Lobo Antunes,0.0,1
PDS Biotechnology Corp.,1.0,1
MRC [ycm],0.0,1
Lina Xu,0.0,1
"Nordic Pharma, USA",0.0,1
Michigan Reproductive Medicine,0.0,1
Yoo-Sook Joung,0.0,1
MemorialCare Health System,1.0,1
Benjamin Sucher,0.0,1
Luzitin SA,1.0,1
"Changzhou Jinyuan Pharmaceutical Manufacturing Co., Ltd.",0.0,1
M. Labots,0.0,1
"Arteriocyte, Inc.",0.0,1
Kantonsspital Aarau,0.0,1
"Sarah Kessler, PhD, MPH",1.0,1
Hyphens Pharma Pte Ltd,1.0,1
CDC Foundation,0.0,1
Taipei City Hospital,1.0,1
Committee of Cardio-Cerebral-Vascular Diseases of GSC,0.0,1
Universität des Saarlandes,0.0,1
Dr. Robert F. Casper,0.0,1
San Diego Veterans Healthcare System,0.0,1
ASST Gaetano Pini-CTO,0.0,1
Huiqiang Huang,0.0,1
"Theodore R. Brown, MD MPH",0.0,1
Yongping Zhai,1.0,1
Society of Specialists in Heart Failure,0.0,1
Prof. Jan Prins,0.0,1
Spanish Foundation of Rheumatology,0.0,1
Qilu Hospital of Shandong University,1.0,1
Atrium Innovations,1.0,1
Interessenverband zur Qualitätssicherung der Arbeit niedergelassener Uro-Onkologen in Deutschland e.,0.0,1
Instituto Palacios,0.0,1
"Daniel Burdick, MD",0.0,1
"Otic Therapy, LLC",0.0,1
Jan Gerstoft,0.0,1
CellAct Pharma GmbH,0.0,1
"S-Evans Biosciences Co., Ltd.",0.0,1
Apeptico Forschung und Entwicklung GmbH,1.0,1
Academic MS Center Limburg,0.0,1
Ming-He Huang,0.0,1
Craig Seaman,0.0,1
China Association of Osteosarcoma Chemotherapy,0.0,1
Hôpital de la Timone,1.0,1
Brock University,0.0,1
"Paolo Caimi, MD",0.0,1
"LipimetiX Development, LLC",0.0,1
"Mazen Dimachkie, MD",1.0,1
Azienda Ospedaliera Cardinale G. Panico,0.0,1
"Ischemix, LLC",0.0,1
Philip Grant,1.0,1
California Institute of Renal Research,0.0,1
Gruppo Oncologico Italiano di Ricerca Clinica,1.0,1
"Janssen Diagnostics, LLC",0.0,1
Anders Perner,1.0,1
Thetis Pharmaceuticals LLC,0.0,1
Mogens Bove,0.0,1
Louis Stokes VA Medical Center,0.0,1
Zekai Tahir Burak Women's Health Research and Education Hospital,0.0,1
"Panagen, Limited Liability Company",0.0,1
Pherecydes Pharma,0.0,1
National Yang Ming University,1.0,1
"Alzahra Hospital, Iran",0.0,1
Beijing Children's Hospital,0.0,1
"Theresa Zesiewicz, MD",0.0,1
Dr. Amer Johri,0.0,1
Shanghai 10th People's Hospital,0.0,1
Diagram B.V.,0.0,1
Prof. Dr. Werner Scheithauer,0.0,1
Ajay Niranjan,0.0,1
Liventa Bioscience,0.0,1
"Mitotech, SA",1.0,1
Sharon Riddler,0.0,1
Novartis Gene Therapies,1.0,1
Carmen Gómez-Vaquero,0.0,1
Dong-Gu Kim,0.0,1
Kristoffer Staal Rohrberg,0.0,1
Hotel Dieu de France Hospital,0.0,1
Plaza del Hospital Civil,1.0,1
ISA Pharmaceuticals,0.0,1
ViSci Ltd.,0.0,1
"Health Research, Inc.",0.0,1
Xiangya Hospital of Central South University,0.0,1
Meiyan Liu,0.0,1
Wim Janssens,0.0,1
"China Resources Sanjiu Medical & Pharmaceutical Co., Ltd.",0.0,1
"Shanghai Pulmonary Hospital, Shanghai, China",0.0,1
Mebix Inc,1.0,1
"General Committee of Teaching Hospitals and Institutes, Egypt",0.0,1
"SignPath Pharma, Inc.",1.0,1
"Ocusoft, Inc.",1.0,1
"Nanjing First Hospital, Nanjing Medical University",0.0,1
Rochester Center for Behavioral Medicine,0.0,1
"Russell Swerdlow, MD",1.0,1
Biofrontera Bioscience GmbH,1.0,1
Marie-Josée Brouillette,0.0,1
"Nutrabiotix, LLC",0.0,1
Dr. med. Lars-Olof Muegge,0.0,1
Dr. José Fernando Vilela-Martin MD PhD,0.0,1
Prof Jamie Cavenagh,1.0,1
MedicalLogic,0.0,1
Clinique Neuro-Outaouais,1.0,1
Kerman University of Medical Sciences,0.0,1
Astellas Pharma S.A.S.,0.0,1
Baohui Han,1.0,1
Lisa Christian,0.0,1
"National Center of Neurology and Psychiatry, Japan",0.0,1
"Standard Chem. & Pharm. Co., Ltd.",0.0,1
Phosphate Therapeutics,1.0,1
"UCB Pharma SA, Belgium",1.0,1
"Jason K. Sicklick, M.D.",0.0,1
Laboratórios Baldacci S.A,0.0,1
Global United Pharmaceutical Corporation,0.0,1
Horizons International Peripheral Group,0.0,1
"Edward Maytin, MD, PhD",0.0,1
CeQur Corporation,0.0,1
"Orlando Health, Inc.",0.0,1
"Kenneth Pienta, MD",0.0,1
Hu Tsung-Hui,0.0,1
G & W Laboratories Inc.,0.0,1
"Shlomo Melmed, MD",0.0,1
NanoSHIFT LLC,0.0,1
Rita Merman,0.0,1
Intech Biopharm Ltd.,0.0,1
King Saud Medical City,0.0,1
Hellenic College of Treatment of Atherosclerosis,0.0,1
Dimitrios Karussis,1.0,1
Tokyo Medical University,1.0,1
"Rafic Farah, MD",0.0,1
"Adverum Biotechnologies, Inc.",0.0,1
Brian Primack,0.0,1
Astellas Pharma s.r.o.,0.0,1
Holbaek Sygehus,0.0,1
"Kitov Pharmaceuticals, Ltd.",1.0,1
"Changchun Keygen Biological Products Co., Ltd.",0.0,1
Prof. Dr. Nikolas von Bubnoff,0.0,1
Dr. Willmar Schwabe GmbH & Co. KG,0.0,1
Consorzio Oncotech,1.0,1
Fr Muller Homoeopathic Medical College,0.0,1
The University of Queensland,0.0,1
Jordan F. Karp,0.0,1
Robert Jones and Agnes Hunt Orthopaedic and District NHS Trust,0.0,1
Icure Pharmaceutical Inc.,0.0,1
Indus Hospital and Health Network,0.0,1
Peter Bergman,0.0,1
Nirmish Shah,0.0,1
Colette Curtis MD,0.0,1
"Reza Behrouz, DO",0.0,1
Zheng Liu,0.0,1
Martin Gutierrez,0.0,1
Neolac Inc dba Medolac Laboratories,1.0,1
Dr. Paul F. Gratzer,0.0,1
Maher elesawi kamel elesawi,0.0,1
Detroit Clinical Research Center,0.0,1
"PreEmptive Meds, Pvt. Ltd",1.0,1
Sinai Hospital of Baltimore,1.0,1
ProCore Ltd.,0.0,1
Folia Biotech Inc.,1.0,1
Riverside University Health System Medical Center,0.0,1
Peter Minneci,0.0,1
N.N. Petrov National Medical Research Center of Oncology,0.0,1
"KalVista Pharmaceuticals, Ltd.",1.0,1
"Kringle Pharma, Inc.",0.0,1
Maxivax SA,1.0,1
"Delivra, Inc.",0.0,1
Ayman Saad,0.0,1
"DNAtrix, Inc.",0.0,1
Ranbaxy Laboratories Limited,1.0,1
"AB Biotics, SA",0.0,1
Alison Schneider,0.0,1
Dr. Carl J Brown,0.0,1
Ability Pharmaceuticals SL,1.0,1
Mario Boccadoro,1.0,1
Hospital Clinico Universitario de Santiago,0.0,1
Patrick Joseph Loehrer Sr.,0.0,1
"Center Laboratories, Inc.",0.0,1
Cytonics Corporation,0.0,1
Dignity Sciences Ltd.,1.0,1
"Assistive Technology Clinic, Canada",1.0,1
Mapi Pharma Ltd.,1.0,1
"SC Liver Research Consortium, LLC",0.0,1
Tianjin Medical University,1.0,1
Broward Health,0.0,1
Heikki Joensuu,0.0,1
"Western General Hospital, Australia",0.0,1
South Sound Care Foundation,0.0,1
"Chengappa, K.N. Roy, MD",0.0,1
Andrew Krystal,0.0,1
McLaren Health Care,0.0,1
Orphelia Pharma,0.0,1
Zhao gengli,0.0,1
"ZZ Biotech, LLC",1.0,1
"Cellphire Therapeutics, Inc.",0.0,1
Sagimet Biosciences Inc.,1.0,1
John D. Dingell VA Medical Center,0.0,1
Hospital de Meixoeiro,1.0,1
"CeloNova BioSciences, Inc.",0.0,1
Intira Sriprasert,1.0,1
Jens Borglum Neimann,0.0,1
TriStar Health,0.0,1
Major Extremity Trauma Research Consortium,0.0,1
Centre Hospitalier Régional de la Citadelle,0.0,1
Saul Shiffman,1.0,1
"NexMed (U.S.A.), Inc. (subsidiary of Apricus Biosciences, Inc.)",1.0,1
"Melissa Burgess, MD",0.0,1
"Souza, Amanda, M.D.",0.0,1
Rebecca Silbermann,0.0,1
Hospital Aleman,1.0,1
First Hospital of China Medical University,0.0,1
"Allergy and Asthma Consultants, Wichita, Kansas",0.0,1
Prof. Roberto Giacomelli,1.0,1
Deborah Yurgelun-Todd,0.0,1
Karl-Andre Wian,0.0,1
"Andrew B Lassman, MD",0.0,1
Zenith Epigenetics,0.0,1
Ram Weiss,0.0,1
"Federal Neuro-Psychiatric Hospital, Yaba",0.0,1
Covagen,0.0,1
Anavex Life Sciences Corp.,1.0,1
Fundación Investigación Sanitaria en León,0.0,1
"Gregory Graf, PhD",0.0,1
Kitozyme,0.0,1
Laboratorios Ordesa,0.0,1
Mehdi Hamadani,1.0,1
Gabrail Cancer Center Research,0.0,1
"Vascular Pharmaceuticals, Inc.",0.0,1
"Elorac, Inc.",0.0,1
Human Adams,0.0,1
Slotervaart Hospital,0.0,1
"Beijing Biostar Technologies, Ltd",1.0,1
Zheng Donghai,0.0,1
"Peter J. Ruane, M.D.",0.0,1
Shady Grove Fertility Reproductive Science Center,0.0,1
Mahesh Bhattacharyya Homoeopathic Medical College and Hospital,0.0,1
Irrimax Corporation,0.0,1
King Abdulaziz University,0.0,1
"Schneider Children's Medical Center, Israel",1.0,1
Galecto Biotech AB,1.0,1
Universidad Nacional de Colombia,0.0,1
Anuradha Krishnamurthy,0.0,1
Oriel Therapeutics,1.0,1
Queensland Fertility Group,0.0,1
Santa Maria Biotherapeutics,0.0,1
Fondren Orthopedic Group L.L.P.,0.0,1
Babafemi Taiwo,1.0,1
Derrick Scott Robertson,0.0,1
Liangzhou Wei,0.0,1
Biomedica Management Corporation,0.0,1
Viamet,1.0,1
"Illumina, Inc.",1.0,1
"Laboratories Leon Farma, S.A.",0.0,1
MicuRx,1.0,1
"Lustre Pharmaceutical Lab Co., Ltd",0.0,1
Henan University of Traditional Chinese Medicine,0.0,1
Hospital El Cruce,0.0,1
"Institute of Nuclear Energy Research, Taiwan",0.0,1
Azienda Ospedaliera Sant'Anna,0.0,1
Innobioscience SpA,0.0,1
Apotex Inc.,0.0,1
Astellas Pharma International B.V.,0.0,1
Sideris Pharmaceuticals,0.0,1
Azienda Sanitaria Locale Bari,0.0,1
Jianwu Dai,1.0,1
Medtronic Cardiac Rhythm and Heart Failure,1.0,1
Centre Hospitalier Régional Metz-Thionville,0.0,1
Yokohama City University Medical Center,0.0,1
AnHeart Therapeutics Inc.,0.0,1
"Galmed Research and Development, Ltd.",1.0,1
"Shaanxi Buchang Pharmaceutical Co., Ltd",0.0,1
Jia Fan,0.0,1
Matt Byerly,0.0,1
"James Larner, MD",0.0,1
James Blachly,0.0,1
Tadashi Hasegawa,0.0,1
Nordic Pharma SAS,1.0,1
"Provectus Biopharmaceuticals, Inc.",0.0,1
Royal Devon and Exeter NHS Foundation Trust,0.0,1
Ashraf Badros,1.0,1
GlycoVaxyn AG,1.0,1
University of Tennessee Graduate School of Medicine,0.0,1
Masa Bosnjak,1.0,1
Generica Pharmaceuticals,1.0,1
"Vital 5, LLC",0.0,1
"TaiwanJ Pharmaceuticals Co., Ltd",0.0,1
Ingrid Jazet,1.0,1
Chong-Jin Kim,1.0,1
"Sood, Beena G., MD, MS",0.0,1
Milestone Pharmaceuticals Inc.,1.0,1
Young Suk Park,0.0,1
Sichuan University,0.0,1
Patricia Salazar Villegas,0.0,1
Amy Beres,0.0,1
He Xia,0.0,1
"Cancer Insight, LLC",1.0,1
Invectys,1.0,1
Dokkyo Medical University,1.0,1
"Supergene, LLC",1.0,1
"Lineage Cell Therapeutics, Inc.",1.0,1
"Leonard Feiner, MD, PhD",0.0,1
Charles Drew University of Medicine and Science,0.0,1
"Tarek I. Hassanein, M.D., FACP, FAG, AGAF",0.0,1
"Juan Sanabria, MD",0.0,1
Guohua Zeng,0.0,1
"Ventrix, Inc.",0.0,1
"Edgemont Pharmaceuticals, LLC",0.0,1
Emergency NGO Onlus,0.0,1
Vista Klinik,1.0,1
Hospital de Base,0.0,1
"Matinas Biopharma, Inc",1.0,1
DermAvance,0.0,1
Kansai Electric Power Hospital,0.0,1
Dongtan Sacred Heart Hospital,0.0,1
"Martin Andreas, M.D.",1.0,1
"The Institute of Molecular and Translational Medicine, Czech Republic",0.0,1
PeriPharm,0.0,1
Zilin Sun,0.0,1
"St. Mary's Research Center, Canada",0.0,1
Immuron Ltd.,1.0,1
"Leading BioSciences, Inc",0.0,1
Maharashtra University of Health Sciences,0.0,1
"Beijing Bozhiyin T&S Co., Ltd.",0.0,1
"jCyte, Inc",1.0,1
Pharmalyte Solutions LLC,0.0,1
Southern China Urology Cancer Consortium,1.0,1
Herantis Pharma Plc.,0.0,1
American CryoStem Corporation,0.0,1
Nicoleta Stoicea,0.0,1
TxCell,0.0,1
Kagawa University,0.0,1
A.T. Resolve SARL,0.0,1
Secret of Youth,0.0,1
"Institute for Clinical Effectiveness, Japan",0.0,1
Stacy A. Kahn,0.0,1
"Revive Therapeutics, Ltd.",1.0,1
Beijing Sanbo Brain Hospital,0.0,1
Musculoskeletal Transplant Foundation,0.0,1
Lady Davis Institute,0.0,1
Porter Adventist Hospital,0.0,1
NeuromaxBionevia,0.0,1
Hospital Universitario Central de Asturias,0.0,1
SolAeroMed Inc.,1.0,1
Yanling Wei,0.0,1
"RAPT Therapeutics, Inc.",0.0,1
Kenneth Geving Andersen,0.0,1
Nowarta Biopharma Inc,0.0,1
"Penang Hospital, Malaysia",0.0,1
Yana Najjar,1.0,1
Helix BioPharma Corporation,0.0,1
Oeyama-Moto Cancer Research Foundation,0.0,1
Ajinomoto Foods Europe SAS,0.0,1
"Durata Therapeutics International BV (an Affiliate of Actavis, Inc.)",0.0,1
Dr. Waheed Rehman,0.0,1
Novaremed Ltd.,1.0,1
Universitat Jaume I,0.0,1
Jean-Pierre Van geertruyden,0.0,1
"Taro Iguchi, MD, PHD",1.0,1
Yae-Jean Kim,0.0,1
"Ross D. Zafonte, MD",0.0,1
Zhejiang Provincial Tongde Hospital,0.0,1
Famewave Ltd.,0.0,1
The Second Artillery General Hospital,0.0,1
Onco Medical Consult GmbH,0.0,1
Starr Muscle,0.0,1
Rajavithi Hospital,0.0,1
National Health Insurance Service Ilsan Hospital,0.0,1
Jas Chahal,0.0,1
Alere San Diego,0.0,1
Nuo Therapeutics,1.0,1
Providence VA Medical Center,0.0,1
Cosmozone Dental Clinic,0.0,1
"HedgePath Pharmaceuticals, Inc.",1.0,1
W. Dalton Dietrich,0.0,1
National Research Center for Preventive Medicine,1.0,1
photonamic GmbH & Co. KG,0.0,1
"Shenyang Sunshine Pharmaceutical Co., LTD.",0.0,1
Tokai University,1.0,1
Francisco Colomina Climent,0.0,1
"Shanghai Shyndec Pharmaceutical Co., Ltd.",1.0,1
University of Siena,0.0,1
"XBiotech, Inc.",1.0,1
"Iconic Therapeutics, Inc.",1.0,1
Cannabics Pharmaceuticals Inc.,0.0,1
Artivion Inc.,0.0,1
Vanguard Research Group,1.0,1
Wingate Institute of Neurogastroenterology,1.0,1
"Lisa Sanderson Cox, PhD",0.0,1
Remedor Biomed Ltd,0.0,1
Annetine Gelijns,0.0,1
Yariv yogev,0.0,1
Prof. Dr. med. Claus Rödel,1.0,1
Song Guo,0.0,1
"Immune Response BioPharma, Inc.",0.0,1
"Biota Pharmaceuticals, Inc.",0.0,1
"Jamie Bartley, DO",0.0,1
United BioPharma,1.0,1
Asbestos Diseases Research Foundation,1.0,1
Neuromed IRCCS,0.0,1
"Noveome Biotherapeutics, formerly Stemnion",0.0,1
"New Haven Pharmaceuticals, Inc.",1.0,1
"Robyn T. Domsic, MD, MPH",0.0,1
Gedeon Richter Plc.,0.0,1
Pharco Pharmaceuticals,1.0,1
Prof. Dr. Petra Reinke,0.0,1
Envisia Therapeutics,0.0,1
"Jose Soberon, MD",0.0,1
The University of Texas at San Antonio,0.0,1
3E Therapeutics Corporation,1.0,1
"University of Washington, the Collaborative Health Studies Coordinating Center",1.0,1
Dr. Robert Klempfner Heart Rehabilitation Institute,0.0,1
"CHABiotech CO., Ltd",0.0,1
Alligator Bioscience AB,1.0,1
AnaMar AB,1.0,1
"Invenux, LLC",0.0,1
Neil Singla,0.0,1
Medipost America Inc.,0.0,1
"Nisha Mohindra, MD",0.0,1
"Theron Pharmaceuticals, Inc.",0.0,1
Lorillard Tobacco Company,0.0,1
"Randi J. Hagerman, MD",0.0,1
"Astellas Scientific & Medical Affairs, Inc.",1.0,1
Hospital de Granollers,0.0,1
Institut Kassab d'Orthopédie,0.0,1
Bai Jun,0.0,1
Sichuan Huiyang Life Science and Technology Corporation,0.0,1
JKastrup,0.0,1
Centro Nazionale Sangue,0.0,1
Vivoryon Therapeutics N.V.,1.0,1
"Michael Moncure, MD",0.0,1
Ayelet Omer Armon,0.0,1
Asociación de Oncología Médica del Hospital de Cruces,0.0,1
moshe yeshurun,1.0,1
"Nielsen BioSciences, Inc.",0.0,1
Siyan Clinical Corporation,1.0,1
"BioLite, Inc.",1.0,1
Adriana Feder,0.0,1
Sichuan Cancer Hospital and Research Institute,1.0,1
Papa Giovanni XXIII Hospital,0.0,1
Microbiome Health Research Institute,0.0,1
Quadram Institute Bioscience,0.0,1
Isarna Therapeutics GmbH,1.0,1
Ajeet Gajra,0.0,1
"Kirk Erickson, PhD",0.0,1
"Sung Choi, M.D.",0.0,1
Weill Cornell Medical College in Qatar,0.0,1
Curemark,0.0,1
Adienne SA,0.0,1
Michael Burke,0.0,1
Second Affiliated Hospital of Nanchang University,1.0,1
OptiNose AS,1.0,1
"Laureate Institute for Brain Research, Inc.",0.0,1
Georg-Christian Funk,0.0,1
Billy Sin,0.0,1
"Anil K. Chandraker, MD",0.0,1
"Spirita Oncology, LLC",0.0,1
Genesis Limited,0.0,1
Teva Pharmaceuticals Europe,1.0,1
New York Institute of Technology,0.0,1
"Kenneth Taylor, M.D.",0.0,1
"Sahlgrenska University Hospital, Sweden",1.0,1
"Rakuten Medical, Inc.",1.0,1
"Autoimmune Technologies, LLC",0.0,1
"National Research Center for Hematology, Russia",1.0,1
Cleveland Sleep Research Center,0.0,1
John Villano,0.0,1
Miller Orthopedic Specialists,0.0,1
"Qurient Co., Ltd.",1.0,1
Univar BV,1.0,1
Najwa Elnachef,0.0,1
Chungnam National University Hospital,0.0,1
Auritec Pharmaceuticals,1.0,1
Pharmabiotix Inc,0.0,1
Bayne-Jones Army Community Hospital,0.0,1
Kristina Tedroff,0.0,1
"Ronald J. Rapoport, MD",1.0,1
Jun Liu,0.0,1
Xuzhou Central Hospital,1.0,1
Frontier Biotechnologies Inc.,1.0,1
Mark Prausnitz,1.0,1
Mihaela Visoiu,0.0,1
Coretherapix,1.0,1
Sue O'Dorisio,0.0,1
Health Sciences North Research Institute,0.0,1
Xinfeng Liu,0.0,1
Jinhua Central Hospital,0.0,1
MelCure SA,0.0,1
Cristal Therapeutics,1.0,1
Kathy Miller,0.0,1
"KinDex Pharmaceuticals, Inc.",0.0,1
University Potiguar,0.0,1
"Retrotope, Inc.",1.0,1
Zodiac Produtos Farmaceuticos S.A.,0.0,1
"South Coast Retina Center; Carson, McBeath, Boswell, Inc.",0.0,1
Brian Wainger,0.0,1
Rabih Said,0.0,1
National University of Natural Medicine,0.0,1
Telethon Kids Institute,0.0,1
Santa Chiara Hospital,1.0,1
Trio Medicines Ltd.,0.0,1
Ensysce Biosciences,0.0,1
Flinders University,0.0,1
TC Biopharm,0.0,1
Minervax ApS,1.0,1
Japan Adjuvant Study Group of Pancreatic Cancer,1.0,1
"James Baumgartner, MD",0.0,1
Regina Elena Cancer Institute,0.0,1
Joseph Hazelton,1.0,1
Jeffrey S Heier,0.0,1
University of Ulster,1.0,1
"Kura Oncology, Inc.",1.0,1
General University Hospital of Valencia,0.0,1
Southwest Regional Wound Care Center,0.0,1
Fast Forward Pharmaceuticals,0.0,1
"Stendhal Americas, S.A.",0.0,1
CardioCell LLC,1.0,1
"Lumosa Therapeutics Co., Ltd.",0.0,1
Barrow Neurological Institute,0.0,1
Marina Kremyanskaya,0.0,1
Stephen Harbarth,0.0,1
Infant Bacterial Therapeutics,1.0,1
Region Västmanland,0.0,1
The New England Baptist Hospital,1.0,1
SIGA Technologies,1.0,1
University of Limerick,0.0,1
Clemens Tempfer,0.0,1
De Montfort University,0.0,1
Parameswaran Hari,1.0,1
"Midtown Medical Center, Tampa, FL",1.0,1
Arcagy Research,1.0,1
"OvaGene Oncology, Inc.",0.0,1
Nagoya City University,1.0,1
Wright State University,0.0,1
Enzymatica AB,0.0,1
Asklepieion Voulas General Hospital,0.0,1
Abarbanel Mental Health Center,0.0,1
"SBI Pharmaceuticals Co, Ltd.",1.0,1
"Apexigen, Inc.",0.0,1
Veloce BioPharma LLC,0.0,1
Youngstown State University,0.0,1
Midwestern Regional Medical Center,0.0,1
McMaster Children's Hospital,0.0,1
Jun Zhu,0.0,1
Qipeng Sun,1.0,1
Sorlandet Hospital HF,1.0,1
Asociacion para el Estudio de las Enfermedades Infecciosas,0.0,1
Lallemand Health Solutions,0.0,1
AZ Sint-Jan AV,0.0,1
University of Bordeaux,0.0,1
"Holy Stone Healthcare Co., Ltd",0.0,1
"Aadi Bioscience, Inc.",1.0,1
"Grupo Medifarma, S. A. de C. V.",0.0,1
"Ministry of Public Health, Republic of Belarus",0.0,1
First Affiliated Hospital of Chongqing Medical University,1.0,1
Hôpital de Verdun,0.0,1
"Joseph Mathew, M.D.",0.0,1
CellabMED,1.0,1
424 General Military Hospital,1.0,1
E. Steve Woodle,0.0,1
"Paul Mathew, MD",0.0,1
VU University of Amsterdam,0.0,1
Norio Nonomura,1.0,1
Azienda U.S.L. 1 di Massa e Carrara,0.0,1
"Apellis Pharmaceuticals, Inc.",1.0,1
Inventiva Pharma,0.0,1
Susan Smyth,0.0,1
Yochai Birnbaum,0.0,1
david andrews,1.0,1
Andes Biotechnologies,0.0,1
Northwest Center for Infertility and Reproductive Endocrinology,0.0,1
PNA Center for Neurological Research,0.0,1
Tang-Du Hospital,1.0,1
Huseyin Aksoy,0.0,1
bene-Arzneimittel GmbH,1.0,1
Modus Therapeutics AB,0.0,1
Shanghai Yueyang Integrated Medicine Hospital,0.0,1
SCF Pharma,0.0,1
"Elahi, Dariush, PhD",0.0,1
Medical City Children's Hospital,0.0,1
"Jennifer Gassman, PhD",1.0,1
Klinikum Westbrandenburg GmbH,0.0,1
PD. Dr. med. Armin Wolf,0.0,1
Sultan Qaboos University,0.0,1
Prokidney,0.0,1
Akashi Therapeutics,0.0,1
"Sabrina Paganoni, M.D.",0.0,1
Atlantic Pharmaceuticals Ltd,0.0,1
Lunxu Liu,0.0,1
Fukushima Medical University,1.0,1
"Instituto Valenciano de Infertilidad, IVI Alicante",0.0,1
Gary Archer Ph.D.,0.0,1
"LegoChem Biosciences, Inc",0.0,1
The First Affiliated Hospital of Zhejiang Chinese Medical University,1.0,1
Nykode Therapeutics ASA,0.0,1
Hospital Civil de Guadalajara,0.0,1
Kangdong Sacred Heart Hospital,1.0,1
Mel Shiuann-Sheng Lee,1.0,1
BHV Pharma,0.0,1
"Kowa Company, Ltd.",0.0,1
"Francis McClernon, Ph.D.",0.0,1
"Hurd,Yasmin, Ph.D.",0.0,1
Hospital General de Mexico,0.0,1
"Calibra Medical, Inc.",1.0,1
Canbex Therapeutics Ltd,0.0,1
Castagna Antonella,0.0,1
Jill Hollway,0.0,1
Kootenai Health,0.0,1
"Forma Therapeutics, Inc.",0.0,1
Neumedicines Inc.,0.0,1
BioSight Ltd.,1.0,1
Steminent Biotherapeutics Inc.,0.0,1
AlRefaey Kandeel,0.0,1
"Polderman, Kees, H., MD, PhD",0.0,1
Kahr Medical,0.0,1
Next Gen Pharma India Pvt. Ltd.,0.0,1
Beijing University of Chinese Medicine,0.0,1
Pharmacosmos UK Ltd,0.0,1
Netherlands Institute for Pigment Disorders,0.0,1
Hyogo College of Medicine,0.0,1
Shulin Wu,0.0,1
ORIOL BESTARD,0.0,1
Ascend Biopharmaceuticals Ltd,1.0,1
mostafa gomaa hamid halawa,0.0,1
United Neuroscience Ltd.,1.0,1
North American Institute for Continuing Medical Education (NAICE),1.0,1
Macfarlane Burnet Institute for Medical Research and Public Health Ltd,0.0,1
"Vitae Pharmaceuticals Inc., an Allergan affiliate",1.0,1
"Molecular Templates, Inc.",0.0,1
University of Cagliari,0.0,1
ACS Biomarker,0.0,1
"Advenchen Laboratories, LLC",0.0,1
